Indoor_Temperature,Outdoor_Temperature,Humidity,Occupancy,Weather_Condition,Time_of_Day,Sunlight_Intensity,Room_Size,Window_State,Ideal_Temperature
32.64,40.83,50.65,8,Rainy,Afternoon,3.7,26.6,Open,22.5
32.39,36.52,35.17,9,Windy,Afternoon,8.8,25,Open,23
33.62,29.72,57.13,7,Cloudy,Evening,3.6,11.5,Open,23
22.29,14.2,64.8,6,Cloudy,Morning,4.3,36.3,Open,22
30.84,28.62,26.97,8,Stormy,Afternoon,8,18.9,Open,22
25.83,22.49,56.23,4,Stormy,Night,1.4,37.3,Open,23.01
32.31,37.73,45.73,2,Stormy,Night,3.5,40.4,Open,23
30.38,36.53,25.61,4,Windy,Morning,7.9,45.2,Closed,22
31.2,41.87,52.58,5,Cloudy,Night,9.6,31.9,Closed,20.99
29.15,10.52,50.47,9,Humid,Morning,7.9,43.2,Open,22
21.02,38.32,45.78,5,Cloudy,Night,2.1,38.9,Open,24.01
27.27,42.85,66.32,9,Humid,Morning,8.4,24.1,Closed,20
34.74,37.63,46.05,9,Rainy,Evening,5,14.3,Closed,22.5
33.94,14.56,69.53,8,Humid,Night,7.9,19.7,Open,21.01
18.73,12.84,45.46,5,Rainy,Night,2.8,43.8,Open,23.49
20.8,10.73,25.79,2,Stormy,Night,3.7,31.4,Closed,21.99
20.24,32.01,43.52,5,Cloudy,Evening,9.1,36.6,Closed,22
30.34,32.04,29.12,1,Stormy,Evening,9.2,42.2,Closed,21
31.9,44.54,49.86,8,Cloudy,Afternoon,3.2,36.7,Open,24
21.63,23.93,54.66,2,Humid,Afternoon,1.3,44.2,Closed,23
26.6,21.62,43.42,7,Cloudy,Morning,9.3,13.5,Closed,21.99
32.29,31.85,24.89,2,Humid,Afternoon,3.4,46.1,Open,24
30.46,38.9,43.43,5,Cloudy,Night,1.6,42.5,Closed,24
27.22,42.79,24.07,7,Rainy,Evening,3.8,46.1,Open,23.49
28.04,38.11,54.11,6,Humid,Evening,3.2,39.2,Open,23.01
26.64,24.93,59.52,5,Stormy,Evening,1.3,21,Open,23.01
23.06,32.22,68.12,6,Stormy,Evening,9.8,14.6,Closed,19
27.61,39.97,27.44,2,Stormy,Morning,3.3,15.2,Open,23
29.71,27.17,46.62,1,Stormy,Afternoon,3.1,30,Closed,22.01
32.85,17.58,48.38,1,Rainy,Evening,4.5,25.6,Closed,22.51
28.82,15.94,66.12,8,Rainy,Morning,4.4,36.2,Closed,20.49
30.94,10.01,51.36,3,Windy,Night,4.6,30.1,Closed,21.99
20.72,35.14,27.28,3,Windy,Afternoon,9.1,15,Open,22.99
25.85,13.89,41.82,9,Windy,Morning,1.1,10.1,Open,25.01
18.16,18.53,52.74,6,Windy,Evening,9.4,15.1,Closed,21
22.19,20.43,55.01,4,Cloudy,Evening,6.8,15.9,Open,22.99
30.35,29.61,63.15,4,Humid,Evening,7.1,38.8,Open,21
34.86,23.93,29.03,7,Stormy,Night,2,21.4,Closed,22.01
19.69,33.61,67.58,6,Cloudy,Afternoon,3.6,13.7,Open,21.99
24.83,11.95,22.96,2,Rainy,Evening,1,40.2,Open,24.5
31.6,14.34,69.19,9,Stormy,Afternoon,6.7,47.6,Closed,20
21.47,27.47,62.89,2,Humid,Night,3.7,14,Closed,21.01
27.44,21.79,53.01,8,Humid,Morning,5.7,48.5,Open,22.99
30.46,20.35,56.75,4,Rainy,Afternoon,7.7,48,Open,21.51
28.47,12.35,23.63,1,Stormy,Morning,5.8,30.9,Closed,22.01
21.2,41.35,22.07,1,Windy,Afternoon,1.2,21.8,Closed,24
24.04,34.21,25.09,9,Stormy,Evening,1.1,15.5,Open,24.01
31.32,14.26,24.37,4,Stormy,Evening,8.7,43,Open,22
27.42,12.28,47.37,1,Humid,Morning,3,34.2,Closed,23
18.09,44.12,30.77,3,Rainy,Afternoon,3.9,36.1,Closed,22.5
30.94,33.84,63.01,3,Stormy,Night,2.6,44.4,Closed,20.01
18.6,24.61,42.29,7,Cloudy,Afternoon,7.1,27.8,Closed,22
30.68,34.56,54.78,6,Cloudy,Morning,4.2,24.7,Closed,21.99
21.44,36.47,52.64,8,Rainy,Afternoon,4.8,40.5,Closed,21.49
34.29,37.3,35.99,7,Windy,Afternoon,6.9,21.9,Open,24
24.25,26.73,32.16,1,Stormy,Morning,6.4,23.1,Open,23.01
23.56,25.05,37.12,3,Stormy,Morning,7.9,25.2,Open,22.01
20.53,10.39,59.83,9,Humid,Morning,7.6,44.3,Closed,21.01
23.2,42.43,49.31,4,Stormy,Afternoon,4.7,41.2,Closed,22
32.9,31.12,32.68,3,Windy,Morning,2.3,21.7,Closed,23
34.94,17.11,60.89,5,Stormy,Morning,2.6,15.7,Open,21.01
24.26,42.19,22.74,8,Stormy,Night,7.2,25.7,Open,22.01
25.63,42.02,54.96,1,Humid,Night,3,35,Closed,22.01
30.28,44.62,41.96,2,Cloudy,Night,4.7,37,Closed,23
33.07,40.59,56.56,7,Cloudy,Morning,1.5,18,Closed,23.01
28.08,44.92,66.37,1,Windy,Morning,1.7,20,Open,23
24.66,18.56,57.5,5,Rainy,Night,2.9,47.2,Closed,21.5
25.01,39.48,42.1,8,Rainy,Evening,1.3,25.4,Closed,23.5
29.83,38.81,27.55,6,Humid,Evening,3.1,22.6,Closed,23.01
18.05,18.08,60.32,3,Stormy,Night,5.9,37.8,Closed,20.01
28.53,13.45,43.04,7,Humid,Night,7.6,28.7,Open,23
24.04,44.28,23.77,3,Cloudy,Evening,0.8,19.9,Closed,24
31.5,20.36,55.95,5,Windy,Night,6.2,26.4,Closed,22.01
19.58,40.48,34.59,7,Rainy,Morning,4,15.8,Open,23.49
28,10.14,22.44,2,Stormy,Night,2.7,21.2,Closed,22
26.18,10.74,65.14,4,Rainy,Afternoon,0.8,26.7,Open,22.5
28.92,26.31,44.16,2,Cloudy,Evening,3.6,30.7,Closed,23.01
19.1,18.36,34.05,7,Stormy,Morning,8,39.7,Closed,21.01
27.86,34.14,55.82,3,Cloudy,Evening,5.5,25.4,Open,23
27.55,29.79,64.3,9,Rainy,Night,7.9,31.8,Closed,19.49
27.53,12.71,20.02,6,Rainy,Evening,4.4,48,Open,23.5
28.26,15.69,54.39,1,Cloudy,Night,8.5,42.7,Open,21.99
29.5,23.58,58.35,8,Stormy,Morning,1.9,19.5,Open,22.99
31.68,16.5,30.5,7,Cloudy,Morning,8.3,18.5,Open,22.99
22.59,37.73,44.48,1,Stormy,Evening,5,36.5,Closed,22
32.03,24.56,24.46,3,Humid,Morning,7.6,33.8,Closed,22
26.47,13.27,57.34,3,Humid,Evening,2.8,31.9,Closed,22
19.31,26.95,62.37,3,Stormy,Evening,5.1,16.2,Open,20.99
19,13.18,25.41,7,Cloudy,Evening,7.5,24.5,Open,23.01
23.68,14.51,60.82,6,Stormy,Evening,5.1,40.4,Open,21.01
31.34,18.39,58.58,2,Rainy,Afternoon,4.9,38.9,Open,22.51
30.03,40.08,37.35,5,Cloudy,Afternoon,8.2,16.6,Open,23
31.41,42.36,54.51,6,Stormy,Night,2,27.1,Open,22
26.79,38.92,20,2,Rainy,Morning,5,27.7,Open,23.5
25.48,21.69,66.59,1,Windy,Afternoon,8.3,30.3,Open,21
20.51,19.54,47.52,4,Rainy,Afternoon,8.5,28.4,Open,22.5
23.58,29.22,51.02,4,Stormy,Morning,1.6,30.1,Open,23
25.38,35.26,53.23,4,Cloudy,Evening,8.6,42.5,Open,22
19.51,44.77,48.07,1,Cloudy,Afternoon,0.6,25.6,Open,25
21.75,14.6,62.84,3,Humid,Afternoon,8.6,32.1,Closed,20
28.17,11.73,50.49,7,Stormy,Afternoon,3,34.3,Closed,20.99
30.51,34.3,65.39,4,Rainy,Afternoon,6,47.7,Open,21.51
34.97,39.13,49.12,2,Rainy,Evening,0.6,36.2,Closed,23.49
33.86,39.62,28.56,8,Stormy,Morning,7.4,15.2,Closed,21.01
28.92,33.75,65.68,1,Rainy,Afternoon,4.6,33.3,Closed,20.5
25.16,43.39,54.08,9,Windy,Afternoon,8.5,36.5,Closed,21
28.82,27.89,54.96,5,Humid,Afternoon,5.8,10.4,Closed,21.99
31.36,41.98,69.27,2,Cloudy,Afternoon,8.4,13,Open,21
20.01,43.87,23.76,4,Rainy,Morning,6.3,10.8,Closed,22.5
24.97,39.65,41.43,3,Windy,Evening,7.6,11.9,Open,23.01
32.28,20.84,31.95,7,Stormy,Night,7.6,13.6,Open,22.01
24.53,16.87,51.52,6,Rainy,Morning,2.8,48.3,Closed,21.49
27.72,29.18,60.34,9,Stormy,Afternoon,6,18.3,Open,21
27.99,25.86,68.32,4,Windy,Night,8.8,18.2,Closed,20
21.14,40.72,42.73,3,Windy,Afternoon,8.8,44.3,Open,23
24.16,13.5,59.31,7,Cloudy,Morning,4.2,40.1,Open,23
23.69,19.02,65.85,6,Stormy,Evening,3.6,37,Open,21.01
18.45,36.31,54.17,5,Humid,Night,6.7,26.9,Closed,22.01
18.41,13.32,32.14,7,Cloudy,Night,7.9,11.2,Closed,22
32.14,21.23,50.39,5,Stormy,Evening,0.8,43.1,Closed,22.01
22.64,23.55,68.5,9,Stormy,Evening,1.4,44.4,Open,22
26.81,31.79,69.38,4,Windy,Night,7.9,29.3,Closed,20
23.08,15.53,52.12,1,Windy,Night,4.6,35.8,Open,23
33.99,40.12,64.35,5,Stormy,Night,6.8,29.1,Open,21
22.41,25.66,30.02,1,Windy,Night,8.3,21.8,Closed,22
25.3,42.1,32.3,1,Stormy,Evening,7.7,31.6,Open,22
32.84,26.38,67.64,1,Stormy,Morning,8.2,37.5,Closed,19.01
32.31,19.63,26.76,1,Cloudy,Morning,5.4,16.2,Closed,23
21.16,14.96,29.56,8,Cloudy,Evening,2,31.2,Open,24.01
31.64,10.13,41.03,2,Humid,Morning,5,41,Closed,23
25.79,28.63,49.48,9,Cloudy,Morning,9.7,29,Closed,22.01
26.21,13.75,50.19,7,Rainy,Afternoon,3.4,16.3,Closed,21.51
20.27,23.71,34.6,3,Rainy,Morning,4.5,44.8,Open,23.49
19.37,30.62,66.03,9,Windy,Night,7.8,37,Open,21
30.37,19.65,65.75,4,Rainy,Morning,1.2,35.3,Open,22.49
26.44,16.13,39.6,7,Cloudy,Evening,7.7,36.1,Open,22.99
25.43,37.12,41.71,3,Humid,Morning,3.1,19.8,Open,24.01
30.4,43.14,55.12,5,Stormy,Evening,3,29.7,Closed,21.01
31.01,13.52,53.15,4,Humid,Night,6,23,Closed,21.99
20.7,15.45,39.11,6,Cloudy,Afternoon,2.9,43.3,Closed,22.99
28.37,43.6,40.71,9,Cloudy,Afternoon,6.6,33.6,Closed,23
20.3,11.32,37.4,5,Cloudy,Morning,9.1,38.7,Closed,21.99
30.77,44.22,31.77,1,Windy,Morning,4.3,36.4,Closed,22.99
29.17,10.16,42.91,5,Rainy,Evening,9.5,29.3,Open,22.51
34.26,40.58,54.32,5,Cloudy,Afternoon,9.5,42.2,Open,22
19.17,20.76,57.1,9,Stormy,Night,2.5,34.6,Closed,21
18.97,42.85,58.94,8,Rainy,Evening,4.6,19.1,Open,22.49
22.8,21.09,38.74,5,Rainy,Morning,9.9,21.6,Open,22.5
22.45,32.9,58.23,5,Windy,Afternoon,1.7,43.1,Open,24.01
22.2,12.8,20.33,2,Humid,Morning,5,47.6,Open,24
33.41,18.48,43.85,9,Rainy,Afternoon,4.6,31.9,Closed,22.51
22.24,37.08,59.7,4,Rainy,Evening,8.2,25.4,Open,21.5
22.62,28.5,51.5,7,Cloudy,Night,2,35,Open,23
30.91,42.48,43.7,6,Stormy,Night,2.6,29.3,Open,23
25.65,25.01,52.23,5,Cloudy,Night,2.2,43.7,Closed,21.99
31.2,40.44,65.35,5,Stormy,Night,2.1,43.3,Open,21.01
19.11,25.71,48.32,7,Rainy,Night,2.9,28.2,Open,23.51
26.29,44.27,59.99,2,Stormy,Morning,5.5,42.2,Open,22
18.57,43.59,69.04,9,Cloudy,Morning,7.2,17.7,Open,21
19.07,21.52,55.28,2,Cloudy,Night,4.1,25,Closed,22.01
33.41,41.01,48.67,9,Humid,Afternoon,4.7,13.2,Closed,23.01
20.37,39.67,21.87,4,Windy,Evening,8,42.3,Closed,22
27.05,17.37,38.72,6,Humid,Afternoon,5.5,49,Open,24
24.99,31.85,48.27,1,Rainy,Afternoon,6.1,33.1,Open,23.5
23.9,12.54,59.86,5,Stormy,Night,5.4,40.7,Closed,21.01
33.3,39.28,41.91,6,Cloudy,Afternoon,8,26.1,Open,23
18.37,16.11,68,9,Cloudy,Morning,2.2,32.5,Closed,20.99
29.28,12.48,33.59,9,Cloudy,Evening,9.8,23.9,Closed,22.01
34.38,24.01,57.23,9,Cloudy,Evening,8.9,37.9,Closed,21
27.52,30.19,40.95,3,Rainy,Evening,4.3,19.8,Open,23.5
33.93,39.92,44.3,4,Windy,Afternoon,4.4,16.1,Closed,23
18.89,44.1,60.13,8,Humid,Evening,8.6,45.9,Closed,19.99
25.12,25.38,34.81,8,Humid,Evening,4.7,44.6,Open,24
22.42,12.12,24.84,2,Cloudy,Morning,5.3,43.4,Open,24
30.42,36.22,46.01,8,Cloudy,Night,7.6,42.9,Open,23
34.68,29.78,46.44,7,Stormy,Night,4.2,39.2,Closed,21.99
22.36,25.68,59.86,9,Cloudy,Morning,4.8,45,Closed,22
29.12,20.82,68.42,5,Humid,Morning,0.9,18.4,Open,23.01
21.37,27.58,22.77,2,Stormy,Night,1.8,44.8,Open,24
27.61,21.85,49.58,5,Stormy,Afternoon,4.9,46.7,Open,22.99
25.89,36.5,54.06,2,Cloudy,Morning,0.9,38.6,Closed,23.01
34.52,29.04,69.29,5,Stormy,Evening,3.4,34,Closed,20
28.34,40.69,67.13,9,Windy,Morning,4.7,19.4,Open,22.01
23.94,29.02,55.62,7,Cloudy,Afternoon,1.5,44.6,Closed,22.99
19.94,18.34,46.09,7,Windy,Morning,1.1,33.1,Open,25.01
20.57,39.79,28.08,1,Cloudy,Evening,0.7,34.4,Closed,24
21.83,29.5,39.21,9,Windy,Morning,5.1,34.3,Closed,23.01
22.27,17.24,49.26,6,Cloudy,Morning,1.9,44.7,Open,25
32.46,31.82,56.26,7,Humid,Morning,7,15.5,Open,23.01
27.54,22.52,51.77,2,Cloudy,Night,5.2,12.5,Closed,22
26.9,39.55,55.71,1,Humid,Night,0.7,19,Closed,22.99
19.95,25.87,41.46,4,Rainy,Afternoon,1.1,29.7,Open,24.49
32.62,35.43,56.38,9,Rainy,Night,9.2,28.8,Closed,20.5
30.29,13.34,27.19,9,Cloudy,Afternoon,1.7,30.5,Open,24.99
19.15,23.86,28.13,3,Humid,Night,7.7,14.6,Open,22.99
30.03,44.41,28.14,1,Humid,Afternoon,2.8,41.7,Open,24
27.24,38.3,64.54,2,Stormy,Afternoon,3.6,22.1,Open,20.99
19.39,15.6,23.8,9,Stormy,Afternoon,0.7,46.5,Open,24
25.79,19.72,60.08,9,Windy,Morning,5.8,43.6,Closed,21
26.24,21.54,31.68,1,Stormy,Morning,4.9,12.5,Open,22.99
20.82,32.76,43.42,9,Cloudy,Afternoon,7.6,12.1,Closed,22
34.08,36.49,65.8,1,Stormy,Afternoon,9.1,35.2,Open,20
32.45,36.23,49.3,4,Stormy,Morning,5.7,13.1,Open,23.01
29.37,27.85,30.51,5,Cloudy,Evening,9.5,32.9,Closed,22.01
25.86,38.38,34.2,8,Cloudy,Morning,1.9,13.2,Open,25
25,25.3,66.02,5,Windy,Afternoon,3.8,29.2,Open,22
29.07,14.34,41.36,5,Humid,Morning,8.4,26.8,Open,23
27.27,29.76,49.35,4,Stormy,Night,5.8,33.6,Open,23.01
19.06,43.33,43,9,Rainy,Afternoon,5.7,24.2,Closed,22.5
26.71,37.75,38.92,8,Humid,Morning,4.9,15.6,Closed,22.99
31.71,30.25,31.16,9,Cloudy,Night,0.7,43.7,Closed,24
25.81,32.64,54.31,7,Stormy,Morning,1.3,22,Closed,22.01
18.88,42.57,55.91,7,Windy,Morning,1.4,12.7,Closed,23
31.37,24.99,33.74,5,Rainy,Evening,2.3,30,Closed,22.49
21.42,21.6,59.45,1,Humid,Morning,1.4,45.1,Closed,22.99
22.4,44.2,62.73,6,Stormy,Morning,1.5,21.2,Open,22.01
20.8,40.22,66.03,6,Cloudy,Evening,6.6,28,Open,22
23.61,21.31,28.06,4,Humid,Morning,1.6,26.1,Open,25
30.86,26.23,35.2,2,Rainy,Evening,4.9,11.9,Closed,22.51
26.83,24.53,63.02,1,Cloudy,Night,1.1,44.7,Closed,21.99
21.48,15.22,29.93,3,Rainy,Evening,3.1,40.4,Open,23.49
32.92,43.52,20.17,9,Stormy,Night,9.3,13.8,Closed,20.99
32.95,24.15,63.54,1,Humid,Evening,0.8,15.3,Open,23
32.8,40.64,36.32,5,Windy,Night,8.8,10.4,Closed,21.99
22.06,16.63,40.72,6,Stormy,Morning,7.7,49.4,Closed,21
25.67,29.18,42.32,9,Stormy,Night,9.2,26.6,Open,22.01
34.74,10.84,62.41,1,Windy,Night,8,47.2,Closed,20.01
31.12,36.75,36.89,5,Windy,Afternoon,8.3,26.8,Open,22.99
18.46,30.33,64.61,1,Cloudy,Night,1.5,14.2,Open,23.01
19.11,31.9,50.85,2,Rainy,Morning,8.4,23.7,Closed,20.51
25.89,11.81,46.36,2,Stormy,Afternoon,5,26.7,Open,23.01
33.46,17.39,36.28,5,Cloudy,Afternoon,3.8,17.1,Closed,23.01
27.16,12.6,32.19,4,Cloudy,Evening,2,12.1,Closed,22.99
26.46,20.11,51.2,6,Stormy,Night,0.5,22.7,Open,23
19.79,31.96,42.34,5,Rainy,Evening,6.6,31.6,Open,23.5
29.17,29.82,65.53,2,Windy,Evening,7.4,20.2,Closed,20
31.98,31.43,44.58,9,Stormy,Night,4.2,48.3,Closed,22
24.47,29.22,45.59,8,Rainy,Evening,2.1,29.3,Open,23.51
31.19,19.56,40.84,9,Windy,Morning,1.9,15.2,Closed,24.01
34.4,18.56,59.46,6,Humid,Morning,2.1,26.5,Open,22.99
21.46,14.8,41.24,5,Stormy,Night,1,38.3,Closed,22.99
26.9,39.72,33.47,5,Stormy,Night,3.9,29.5,Open,23.01
22.88,31.58,63.1,2,Rainy,Afternoon,6.4,23.2,Open,21.5
31.48,16.53,49.84,4,Cloudy,Night,4.7,14.3,Closed,23
27.82,16.2,49.58,2,Cloudy,Night,1.7,28.4,Open,25
28.79,40.56,50.54,2,Rainy,Morning,8.3,13.9,Closed,20.49
31.56,36,55.94,8,Stormy,Morning,3.2,24.8,Closed,21
24.73,33.08,35.65,4,Stormy,Night,6.2,14.6,Open,23
33.56,24.24,21.69,4,Stormy,Afternoon,2.8,37,Open,23.01
27.06,19.17,60.53,7,Humid,Morning,6.2,40.9,Closed,20.99
20.69,44.28,26.45,4,Cloudy,Morning,1.7,19.7,Open,25.01
29.83,37.9,56.09,9,Humid,Evening,6.7,13,Open,23.01
31.49,20.56,24.12,9,Stormy,Night,5.9,23.9,Closed,22
23.38,39.66,38.77,3,Cloudy,Evening,5.4,32.4,Open,24
32.57,36.56,23.15,6,Stormy,Night,2.6,40.7,Closed,22
33.4,20.4,46.11,7,Stormy,Afternoon,5.5,26.1,Open,23
22.71,24.93,52.66,3,Rainy,Evening,9,24.6,Open,21.5
34.72,16.51,28.57,4,Cloudy,Morning,1.7,46.3,Open,25
20.39,13.89,38.58,1,Stormy,Night,7.2,28,Closed,20.99
21.43,35.3,66.51,9,Windy,Night,1.6,27.9,Open,23
21.13,19.36,42.12,7,Windy,Evening,3.7,26.4,Open,23.99
33.2,38.7,60.13,7,Stormy,Evening,7,24.5,Closed,19.99
29.12,44.85,66.36,9,Rainy,Afternoon,5.8,39.1,Closed,20.49
20.59,12.68,68.72,6,Stormy,Morning,6.9,21.3,Closed,19.99
25.49,26.56,64.92,8,Windy,Afternoon,9.7,25.2,Open,21
28.46,38.07,35.87,5,Cloudy,Morning,9.7,21.3,Closed,22.01
19.42,37.61,68.13,8,Rainy,Morning,9.2,32.8,Closed,19.51
33,36.6,60.62,1,Stormy,Night,5.2,48.4,Closed,19.99
31.66,22.21,61.86,3,Windy,Morning,3.7,25.6,Open,21.99
26.59,25.88,20.76,4,Cloudy,Evening,3.2,48.7,Closed,23
34.44,30.82,67.71,9,Windy,Night,6,36.3,Closed,21
25.1,44.09,58.9,8,Rainy,Afternoon,4.8,41.8,Closed,21.5
34.73,21.46,58.4,8,Humid,Morning,9.9,23.3,Closed,21.01
29.35,42.31,24.08,2,Stormy,Night,5.6,19,Open,23
28.79,19.43,31.63,7,Cloudy,Evening,3.6,33.1,Closed,23
20.82,44.62,68.11,3,Rainy,Afternoon,6.5,49.6,Closed,20.5
32.99,33.46,45.03,6,Rainy,Night,0.9,38.4,Open,24.5
25.27,26.22,39.89,4,Humid,Night,1.6,37.3,Closed,23.99
20.76,31.47,62,6,Humid,Evening,6.8,28,Closed,20.99
18.21,19.54,24.37,4,Stormy,Evening,1.7,45.2,Closed,23.01
27.52,19.6,40.85,3,Stormy,Morning,7.7,37.9,Closed,20.99
26.97,13.97,38.79,2,Rainy,Afternoon,1.1,37,Closed,23.51
30.23,13.99,37.49,4,Stormy,Night,6.1,21.7,Open,23
33.13,22.17,35.38,2,Stormy,Evening,6.9,48.3,Closed,22
19.35,36.7,30.5,7,Humid,Evening,7.9,20,Closed,22
30.44,31.28,28.65,1,Rainy,Night,8.9,30.9,Open,22.5
21.19,13.59,52.02,1,Windy,Evening,3.5,23.6,Open,23.01
32.59,39.83,65.97,5,Windy,Evening,7.3,17.2,Open,21
31.92,31.05,45.44,7,Cloudy,Morning,1.3,15.8,Closed,24.01
27.19,43.63,34.9,1,Humid,Night,8.4,21.7,Closed,22
30.07,33.46,27.96,4,Cloudy,Morning,9,37.6,Open,22.99
23.34,16.13,61.51,5,Rainy,Afternoon,7.6,49,Closed,19.49
26.01,26.58,68.57,2,Windy,Evening,3.2,44.1,Open,22
31.97,32.7,37.46,7,Windy,Morning,1.1,18.7,Open,25.01
25.81,10.99,34.55,4,Windy,Night,4.5,13.1,Closed,23
24.08,10.52,50.07,8,Cloudy,Afternoon,3.1,37.5,Open,23
26.4,14.53,58.77,1,Stormy,Afternoon,5.5,11.2,Closed,20.99
32.08,18.81,42.77,1,Cloudy,Morning,4.2,44.4,Open,24.01
23.7,25.03,51.5,1,Windy,Morning,1.8,43,Closed,23
20.95,27.06,55.83,4,Humid,Evening,8.4,41.7,Open,22.01
30.1,14.83,68.03,1,Humid,Morning,8.7,32.1,Closed,20
32.04,33.57,28.25,5,Cloudy,Morning,8.2,48.9,Open,23.01
19.71,30.86,69.87,6,Cloudy,Morning,2.5,28.3,Closed,21.01
22.08,20.31,39.61,7,Rainy,Afternoon,4.6,49.5,Closed,22.5
20.41,10.48,56.16,8,Cloudy,Night,2.1,45.3,Closed,22.01
23.92,12.72,48.62,8,Cloudy,Morning,6.8,15.1,Closed,23
25.66,23.71,44.33,2,Windy,Afternoon,8.1,45.8,Closed,22.01
30.73,15.39,54.9,4,Stormy,Afternoon,6,22.2,Closed,21
29.07,23.19,39.79,7,Windy,Morning,5.7,40.7,Open,24
28.56,31.99,26.31,9,Stormy,Afternoon,7.3,10,Closed,21
23.99,29.15,44.44,9,Windy,Evening,1.6,21,Closed,24.01
32.3,18.09,46.1,3,Windy,Night,2.9,40.3,Closed,23
26.01,22.03,30.1,7,Rainy,Evening,3.5,48.9,Open,23.51
34.64,31.49,66.78,4,Stormy,Night,5.6,16.8,Open,21.01
28.78,40.13,31.37,9,Windy,Afternoon,9.8,28.4,Open,23
20.15,36.36,40.46,7,Windy,Morning,8.7,33.5,Closed,22
29.5,29.37,27.75,6,Stormy,Morning,2.8,48.1,Open,22.99
23.53,22.68,46.79,9,Rainy,Afternoon,2.7,28.1,Open,23.5
29.67,22.78,35.38,7,Stormy,Morning,4.6,47.3,Closed,22.01
19.18,40.78,44.46,8,Rainy,Afternoon,9.8,49.1,Closed,21.5
20.97,11.37,31.23,5,Rainy,Evening,1.9,47.7,Closed,23.51
32.55,44.58,22.69,4,Humid,Afternoon,9.6,39.9,Open,22.99
21.86,33.25,58.96,1,Rainy,Afternoon,2.3,15,Open,22.5
32.23,33.84,52.05,8,Humid,Evening,8.9,34.1,Open,22
22.75,11.33,37.04,6,Cloudy,Evening,8.4,40.1,Open,22.99
28.93,31.19,22.37,4,Rainy,Afternoon,8.9,48.2,Open,22.51
29.8,26.97,63.28,3,Stormy,Evening,9,41.1,Open,20.01
26.72,13.7,28.49,5,Humid,Night,2.6,31.6,Open,24.01
23.19,19.73,66.54,4,Cloudy,Evening,7.9,18.2,Open,21.01
21.61,41.16,43.93,7,Cloudy,Morning,7,28.3,Open,24
18.56,29.25,37.02,6,Rainy,Evening,8.8,35.5,Open,22.51
23.17,24.47,57.09,3,Stormy,Evening,5.2,23,Closed,20.99
29.1,12.54,63.84,1,Rainy,Afternoon,4.4,28.3,Open,21.5
33.95,34.99,38.54,7,Windy,Evening,7.4,10.7,Closed,22
32.81,34.6,40.37,5,Cloudy,Night,3.1,45.2,Closed,23.01
31.02,31.49,41.66,1,Windy,Afternoon,8.3,11.4,Open,23
31.4,27.86,66.12,1,Windy,Night,3.2,26.4,Open,22
29.3,25.18,54.63,6,Humid,Morning,0.9,30.4,Open,24
22.42,30.76,32.38,4,Windy,Afternoon,5.7,48.9,Open,24.01
33.42,18.17,29.25,8,Cloudy,Afternoon,8.4,47.4,Open,23
29.4,42.94,31.52,2,Cloudy,Morning,7.1,35.9,Closed,22
27.53,30.61,33.18,4,Stormy,Morning,9.9,,Closed,20.99
19.89,20.89,31.51,8,Rainy,Night,1.8,24.7,Closed,23.49
25.6,25.74,52.93,8,Stormy,Evening,3.8,11.6,Closed,21
25.83,38.2,25.8,5,Stormy,Afternoon,4.1,20.7,Closed,21.99
32.7,15.66,39.37,3,Rainy,Afternoon,1.1,43.9,Closed,23.5
27.29,20.25,51.25,4,Cloudy,Night,0.9,35.9,Open,24
24.47,33.78,34.54,3,Humid,Afternoon,0.8,42.6,Closed,24
34.61,21.04,23.26,2,Windy,Morning,4.4,43.5,Open,24
19.88,37.74,24.09,4,Humid,Afternoon,8.5,12.5,Closed,22.01
25.18,14.57,26.3,9,Windy,Evening,7.2,23.5,Closed,22.01
18.71,36.69,61.79,6,Rainy,Morning,4.7,37,Closed,20.49
30.58,12.39,52.89,4,Rainy,Night,3,44.1,Closed,21.5
33.61,10.44,23.23,1,Stormy,Night,0.6,42.1,Open,24
22.76,41.44,39.55,7,Rainy,Afternoon,2.2,26.9,Open,23.5
32.59,30.35,33.93,2,Windy,Morning,4.2,47.3,Closed,23
22.97,22.31,48.9,6,Humid,Morning,4,22,Open,24.01
33.48,18.14,46.14,1,Humid,Morning,3,25,Closed,22.99
30.82,31.59,44.06,7,Humid,Afternoon,10,17.3,Closed,22.01
31.68,27.82,35.73,4,Humid,Afternoon,4.8,19.1,Open,23.99
18.31,44.71,26.89,3,Stormy,Night,3,10.3,Closed,22
34.37,44.41,57.12,7,Humid,Evening,4.4,22.3,Closed,21.99
30.35,32.23,63.99,3,Windy,Morning,3.2,22.3,Closed,21
23.18,25.5,67.21,8,Stormy,Afternoon,3.8,12.7,Open,21
32.1,27.19,22.93,4,Stormy,Afternoon,1.7,23.6,Open,24
22.79,33.89,57,3,Stormy,Evening,0.5,22.1,Open,22.99
32.84,13.56,56.33,7,Rainy,Afternoon,5.2,42,Open,22.5
19.91,21.49,67.36,7,Stormy,Afternoon,5.1,16.2,Closed,20
29.96,12.63,32.65,9,Windy,Afternoon,2,39,Open,24.01
27.19,12.57,57.11,7,Humid,Morning,8.4,15.2,Closed,21
19.64,16.85,22.73,6,Rainy,Evening,2.3,29.8,Open,23.51
22.11,26.98,51.56,3,Humid,Night,7.8,39.5,Closed,21
